"PoOrderId","PoOrderLineId","PoSupplierId","PoEnteredDate","PoExpectedDate","PoProductId","PoQuantity","PoInKg","PoInCarton","PoSupplierUnit","PoUnitCost"
2538054,2538054,"SU004",2017-10-11,2017-10-19,"SKU10",170.1,170.1,27,"Kg",13699
2538055,2538055,"SU004",2017-10-10,2017-10-19,"SKU10",37.8,37.8,6,"Kg",13699
2538113,2538113,"SU001",2017-10-08,2017-10-19,"SKU01",3673,11019,3673,"Car",19929
2538135,2538135,"SU003",2017-10-09,2017-10-20,"SKU13",52.8,52.8,22,"Kg",105600
2538142,2538142,"SU002",2017-10-09,2017-10-18,"SKU03",1576,4728,1576,"Car",18300
2538174,2538174,"SU003",2017-10-08,2017-10-18,"SKU07",33.6,33.6,12,"Kg",25000
2538175,2538175,"SU003",2017-10-09,2017-10-19,"SKU07",30.8,30.8,11,"Kg",25000
2538181,2538181,"SU003",2017-10-08,2017-10-17,"SKU06",344.85,344.85,55,"Kg",12195
2538184,2538184,"SU004",2017-10-08,2017-10-20,"SKU08",287.04,287.04,46,"Kg",7544
2538185,2538185,"SU004",2017-10-11,2017-10-17,"SKU08",12.48,12.48,2,"Kg",7544
2538198,2538198,"SU002",2017-10-09,2017-10-18,"SKU04",28,52.752,28,"Car",20658.06
2538203,2538203,"SU003",2017-10-11,2017-10-17,"SKU05",19,82.08,19,"Car",64800
2538204,2538204,"SU003",2017-10-09,2017-10-18,"SKU05",2,8.64,2,"Car",64800
2538263,2538263,"SU002",2017-10-11,2017-10-18,"SKU15",30.24,30.24,7,"Kg",25250
2538264,2538264,"SU002",2017-10-11,2017-10-19,"SKU15",43.2,43.2,10,"Kg",25250
2582155,2582155,"SU001",2017-10-11,2017-10-19,"SKU01",3272,9816,3272,"Car",19929
2582170,2582170,"SU004",2017-10-11,2017-10-22,"SKU11",43.056,43.056,23,"Kg",14389
2582172,2582172,"SU003",2017-10-12,2017-10-21,"SKU13",57.6,57.6,24,"Kg",105600
2582193,2582193,"SU001",2017-10-12,2017-10-19,"SKU20",10,10,1,"Kg",26550
2582203,2582203,"SU003",2017-10-09,2017-10-20,"SKU07",56,56,20,"Kg",25000
2582224,2582224,"SU003",2017-10-11,2017-10-19,"SKU05",7,30.24,7,"Car",64800
2582225,2582225,"SU003",2017-10-11,2017-10-19,"SKU05",26,112.32,26,"Car",64800
2582226,2582226,"SU003",2017-10-10,2017-10-20,"SKU14",23.76,23.76,4,"Kg",14000
2582227,2582227,"SU003",2017-10-09,2017-10-19,"SKU14",35.64,35.64,6,"Kg",14000
2582248,2582248,"SU002",2017-10-12,2017-10-18,"SKU02",848.01,10461,848.01,"Car",69895.4328368769
2582276,2582276,"SU003",2017-10-11,2017-10-19,"SKU12",24.024,24.024,13,"Kg",10783
2582311,2582311,"SU002",2017-10-12,2017-10-15,"SKU17",47.52,47.52,11,"Kg",23000
2631888,2631888,"SU002",2017-10-12,2017-10-23,"SKU17",43.2,43.2,10,"Kg",23000
2631889,2631889,"SU002",2017-10-10,2017-10-21,"SKU17",4.32,4.32,1,"Kg",23000
2631945,2631945,"SU001",2017-10-10,2017-10-22,"SKU01",4326,12978,4326,"Car",19929
2631963,2631963,"SU004",2017-10-11,2017-10-21,"SKU11",134.78,134.78,71.998,"Kg",14389
2631968,2631968,"SU002",2017-10-11,2017-10-20,"SKU03",2309,6927,2309,"Car",18300
2631990,2631990,"SU004",2017-10-10,2017-10-19,"SKU09",196.56,196.56,39,"Kg",114173
2631999,2631999,"SU003",2017-10-13,2017-10-16,"SKU07",56,56,20,"Kg",25000
2632000,2632000,"SU003",2017-10-10,2017-10-21,"SKU07",30.8,30.8,11,"Kg",25000
2632005,2632005,"SU003",2017-10-11,2017-10-22,"SKU06",244.53,244.53,39,"Kg",12195
2632006,2632006,"SU003",2017-10-12,2017-10-15,"SKU06",376.2,376.2,60,"Kg",12195
2632007,2632007,"SU004",2017-10-10,2017-10-19,"SKU08",287.04,287.04,46,"Kg",7544
2632008,2632008,"SU004",2017-10-13,2017-10-23,"SKU08",18.72,18.72,3,"Kg",7544
2632024,2632024,"SU002",2017-10-13,2017-10-21,"SKU04",171,322.16,171,"Car",20657.8035087719
2632028,2632028,"SU003",2017-10-13,2017-10-21,"SKU05",2,8.64,2,"Car",64800
2632029,2632029,"SU003",2017-10-13,2017-10-21,"SKU05",19,82.08,19,"Car",64800
2632030,2632030,"SU003",2017-10-12,2017-10-16,"SKU14",53.46,53.46,9,"Kg",14000
2632088,2632088,"SU002",2017-10-10,2017-10-22,"SKU15",30.24,30.24,7,"Kg",25250
2632089,2632089,"SU002",2017-10-13,2017-10-20,"SKU15",17.28,17.28,4,"Kg",25250
2665886,2665886,"SU004",2017-10-14,2017-10-17,"SKU09",388.08,388.08,77,"Kg",114173
2665894,2665894,"SU003",2017-10-14,2017-10-17,"SKU07",50.4,50.4,18,"Kg",25000
2665901,2665901,"SU003",2017-10-13,2017-10-22,"SKU06",206.91,206.91,33,"Kg",12195
2665918,2665918,"SU003",2017-10-13,2017-10-21,"SKU14",23.76,23.76,4,"Kg",14000
2665919,2665919,"SU003",2017-10-14,2017-10-21,"SKU14",47.52,47.52,8,"Kg",14000
2665920,2665920,"SU003",2017-10-14,2017-10-21,"SKU05",9,38.88,9,"Car",64800
2665921,2665921,"SU003",2017-10-12,2017-10-21,"SKU05",10,43.2,10,"Car",64800
2665941,2665941,"SU002",2017-10-11,2017-10-17,"SKU02",1300,16037,1300,"Car",69896.6476923077
2665970,2665970,"SU003",2017-10-14,2017-10-16,"SKU12",11.088,11.088,6,"Kg",10783
2665981,2665981,"SU002",2017-10-11,2017-10-20,"SKU15",38.88,38.88,9,"Kg",25250
2665982,2665982,"SU002",2017-10-11,2017-10-21,"SKU15",12.96,12.96,3,"Kg",25250
2666005,2666005,"SU002",2017-10-12,2017-10-20,"SKU16",364.01,364.01,29,"Kg",9582
2666021,2666021,"SU004",2017-10-13,2017-10-16,"SKU10",31.5,31.5,5,"Kg",13699
2666022,2666022,"SU004",2017-10-13,2017-10-21,"SKU10",277.2,277.2,44,"Kg",13699
2666086,2666086,"SU001",2017-10-11,2017-10-21,"SKU01",3361,10083,3361,"Car",19929
2670283,2670283,"SU001",2017-10-14,2017-10-21,"SKU01",4294,12882,4294,"Car",19929
2670293,2670293,"SU004",2017-10-15,2017-10-25,"SKU11",179.71,179.71,95.999,"Kg",14389
2670296,2670296,"SU002",2017-10-15,2017-10-21,"SKU03",2384,7152,2384,"Car",18300
2670312,2670312,"SU003",2017-10-14,2017-10-22,"SKU06",344.85,344.85,55,"Kg",12195
2670313,2670313,"SU003",2017-10-14,2017-10-25,"SKU06",564.3,564.3,90,"Kg",12195
2670314,2670314,"SU004",2017-10-13,2017-10-22,"SKU08",262.08,262.08,42,"Kg",7544
2670315,2670315,"SU004",2017-10-15,2017-10-18,"SKU08",12.48,12.48,2,"Kg",7544
2710116,2710116,"SU003",2017-10-15,2017-10-24,"SKU13",48,48,20,"Kg",105600
2710141,2710141,"SU003",2017-10-13,2017-10-24,"SKU06",231.99,231.99,37,"Kg",12195
2710162,2710162,"SU002",2017-10-13,2017-10-23,"SKU02",1799,22192,1799,"Car",69894.3146192329
2710174,2710174,"SU003",2017-10-15,2017-10-22,"SKU12",11.088,11.088,6,"Kg",10783
2710193,2710193,"SU004",2017-10-15,2017-10-18,"SKU10",359.1,359.1,57,"Kg",13699
2710194,2710194,"SU004",2017-10-15,2017-10-22,"SKU10",31.5,31.5,5,"Kg",13699
2710235,2710235,"SU001",2017-10-13,2017-10-18,"SKU01",3093,9279,3093,"Car",19929
2751810,2751810,"SU003",2017-10-15,2017-10-26,"SKU07",70,70,25,"Kg",25000
2751824,2751824,"SU003",2017-10-14,2017-10-19,"SKU05",25,108,25,"Car",64800
2751825,2751825,"SU003",2017-10-16,2017-10-26,"SKU05",8,34.56,8,"Car",64800
2751826,2751826,"SU003",2017-10-14,2017-10-20,"SKU14",47.52,47.52,8,"Kg",14000
2751863,2751863,"SU002",2017-10-17,2017-10-27,"SKU15",17.28,17.28,4,"Kg",25250
2751864,2751864,"SU002",2017-10-14,2017-10-20,"SKU15",47.52,47.52,11,"Kg",25250
2751871,2751871,"SU001",2017-10-14,2017-10-20,"SKU19",12,12,2,"Kg",82900
2751878,2751878,"SU002",2017-10-14,2017-10-19,"SKU16",150.62,150.62,12,"Kg",9582
2751879,2751879,"SU002",2017-10-17,2017-10-27,"SKU16",12.552,12.552,1,"Kg",9582
2751897,2751897,"SU002",2017-10-14,2017-10-26,"SKU17",38.88,38.88,9,"Kg",23000
2751928,2751928,"SU001",2017-10-16,2017-10-26,"SKU01",4178,12534,4178,"Car",19929
2751945,2751945,"SU002",2017-10-14,2017-10-19,"SKU03",1897,5691,1897,"Car",18300
2795557,2795557,"SU001",2017-10-17,2017-10-27,"SKU01",2187,6561,2187,"Car",19929
2795574,2795574,"SU003",2017-10-17,2017-10-26,"SKU13",55.2,55.2,23,"Kg",105600
2795622,2795622,"SU003",2017-10-18,2017-10-28,"SKU07",78.4,78.4,28,"Kg",25000
2795626,2795626,"SU004",2017-10-15,2017-10-21,"SKU08",137.28,137.28,22,"Kg",7544
2795627,2795627,"SU004",2017-10-18,2017-10-27,"SKU08",12.48,12.48,2,"Kg",7544
2795641,2795641,"SU003",2017-10-15,2017-10-27,"SKU05",20,86.4,20,"Car",64800
2795642,2795642,"SU003",2017-10-17,2017-10-27,"SKU14",59.4,59.4,10,"Kg",14000
2795695,2795695,"SU002",2017-10-15,2017-10-26,"SKU15",47.52,47.52,11,"Kg",25250
2795719,2795719,"SU002",2017-10-15,2017-10-28,"SKU17",51.84,51.84,12,"Kg",23000
2795720,2795720,"SU002",2017-10-18,2017-10-26,"SKU17",4.32,4.32,1,"Kg",23000
2795721,2795721,"SU004",2017-10-18,2017-10-26,"SKU10",170.1,170.1,27,"Kg",13699
2836584,2836584,"SU004",2017-10-17,2017-10-21,"SKU09",171.36,171.36,34,"Kg",114173
2836585,2836585,"SU004",2017-10-19,2017-10-25,"SKU09",100.8,100.8,20,"Kg",114173
2836593,2836593,"SU003",2017-10-17,2017-10-26,"SKU07",42,42,15,"Kg",25000
2836619,2836619,"SU003",2017-10-17,2017-10-28,"SKU05",27,116.64,27,"Car",64800
2836620,2836620,"SU003",2017-10-16,2017-10-21,"SKU05",5,21.6,5,"Car",64800
2836621,2836621,"SU003",2017-10-19,2017-10-21,"SKU14",35.64,35.64,6,"Kg",14000
2836643,2836643,"SU002",2017-10-18,2017-10-21,"SKU02",1450,17887,1450,"Car",69894.9944827586
2836673,2836673,"SU003",2017-10-19,2017-10-26,"SKU12",9.24,9.24,5,"Kg",10783
2836695,2836695,"SU002",2017-10-16,2017-10-29,"SKU16",376.56,376.56,30,"Kg",9582
2836711,2836711,"SU004",2017-10-19,2017-10-29,"SKU10",239.4,239.4,38,"Kg",13699
2836772,2836772,"SU001",2017-10-18,2017-10-27,"SKU01",3822,11466,3822,"Car",19929
2836795,2836795,"SU003",2017-10-17,2017-10-27,"SKU13",64.8,64.8,27,"Kg",105600
2836797,2836797,"SU002",2017-10-18,2017-10-25,"SKU03",1692,5076,1692,"Car",18300
2884141,2884141,"SU003",2017-10-18,2017-10-28,"SKU12",20.328,20.328,11,"Kg",10783
2884151,2884151,"SU002",2017-10-17,2017-10-29,"SKU15",34.56,34.56,8,"Kg",25250
2884152,2884152,"SU002",2017-10-19,2017-10-27,"SKU15",43.2,43.2,10,"Kg",25250
2884186,2884186,"SU002",2017-10-20,2017-10-29,"SKU17",25.92,25.92,6,"Kg",23000
2884187,2884187,"SU002",2017-10-18,2017-10-28,"SKU17",4.32,4.32,1,"Kg",23000
2884188,2884188,"SU002",2017-10-19,2017-10-28,"SKU17",51.84,51.84,12,"Kg",23000
2884260,2884260,"SU004",2017-10-19,2017-10-26,"SKU11",93.6,93.6,50,"Kg",14389
2884291,2884291,"SU001",2017-10-18,2017-10-26,"SKU20",10,10,1,"Kg",26550
2884305,2884305,"SU003",2017-10-18,2017-10-30,"SKU07",81.2,81.2,29,"Kg",25000
2884306,2884306,"SU003",2017-10-17,2017-10-27,"SKU07",53.2,53.2,19,"Kg",25000
2884311,2884311,"SU003",2017-10-19,2017-10-23,"SKU06",238.26,238.26,38,"Kg",12195
2884312,2884312,"SU003",2017-10-19,2017-10-26,"SKU06",376.2,376.2,60,"Kg",12195
2884314,2884314,"SU004",2017-10-19,2017-10-23,"SKU08",143.52,143.52,23,"Kg",7544
2884315,2884315,"SU004",2017-10-19,2017-10-30,"SKU08",12.48,12.48,2,"Kg",7544
2884325,2884325,"SU002",2017-10-17,2017-10-22,"SKU04",65.998,124.34,65.998,"Car",20658.0214551956
2884329,2884329,"SU003",2017-10-17,2017-10-28,"SKU14",77.22,77.22,13,"Kg",14000
2884330,2884330,"SU003",2017-10-19,2017-10-22,"SKU05",11,47.52,11,"Car",64800
2918046,2918046,"SU002",2017-10-19,2017-10-29,"SKU15",30.24,30.24,7,"Kg",25250
2918067,2918067,"SU002",2017-10-19,2017-10-28,"SKU16",200.83,200.83,16,"Kg",9582
2918068,2918068,"SU002",2017-10-20,2017-10-30,"SKU16",12.552,12.552,1,"Kg",9582
2918085,2918085,"SU002",2017-10-20,2017-10-28,"SKU17",69.12,69.12,16,"Kg",23000
2918153,2918153,"SU001",2017-10-20,2017-10-29,"SKU01",6160,18480,6160,"Car",19929
2918177,2918177,"SU003",2017-10-18,2017-10-28,"SKU13",55.2,55.2,23,"Kg",105600
2918181,2918181,"SU002",2017-10-21,2017-10-27,"SKU03",2314,6942,2314,"Car",18300
2918212,2918212,"SU004",2017-10-21,2017-10-29,"SKU09",105.84,105.84,21,"Kg",114173
2918213,2918213,"SU004",2017-10-21,2017-10-30,"SKU09",181.44,181.44,36,"Kg",114173
2918220,2918220,"SU003",2017-10-19,2017-10-28,"SKU07",89.6,89.6,32,"Kg",25000
2918229,2918229,"SU004",2017-10-20,2017-10-28,"SKU08",268.32,268.32,43,"Kg",7544
2918249,2918249,"SU003",2017-10-19,2017-10-28,"SKU05",23,99.36,23,"Car",64800
2918250,2918250,"SU003",2017-10-21,2017-10-28,"SKU05",5,21.6,5,"Car",64800
2918251,2918251,"SU003",2017-10-19,2017-10-31,"SKU14",41.58,41.58,7,"Kg",14000
2918280,2918280,"SU002",2017-10-18,2017-10-29,"SKU02",1084,13372,1084,"Car",69894.6051660517
2918313,2918313,"SU003",2017-10-21,2017-10-23,"SKU12",14.784,14.784,8,"Kg",10783
2923338,2923338,"SU003",2017-10-22,2017-10-31,"SKU12",18.48,18.48,10,"Kg",10783
2923376,2923376,"SU004",2017-10-19,2017-10-30,"SKU11",97.344,97.344,52,"Kg",14389
2923389,2923389,"SU004",2017-10-20,2017-10-25,"SKU08",106.08,106.08,17,"Kg",7544
2923390,2923390,"SU004",2017-10-22,2017-10-31,"SKU08",12.48,12.48,2,"Kg",7544
2923394,2923394,"SU003",2017-10-22,2017-10-25,"SKU14",35.64,35.64,6,"Kg",14000
2964917,2964917,"SU002",2017-10-22,2017-11-01,"SKU03",2296,6888,2296,"Car",18300
2964947,2964947,"SU003",2017-10-20,2017-10-26,"SKU06",482.79,482.79,77,"Kg",12195
2964981,2964981,"SU002",2017-10-20,2017-11-02,"SKU02",1311,16172,1311,"Car",69893.6323417239
2965005,2965005,"SU003",2017-10-23,2017-10-31,"SKU12",14.784,14.784,8,"Kg",10783
2965033,2965033,"SU002",2017-10-23,2017-10-30,"SKU16",150.62,150.62,12,"Kg",9582
2965040,2965040,"SU004",2017-10-23,2017-10-31,"SKU10",220.5,220.5,35,"Kg",13699
2965041,2965041,"SU004",2017-10-22,2017-10-25,"SKU10",31.5,31.5,5,"Kg",13699
2965086,2965086,"SU001",2017-10-21,2017-10-25,"SKU01",6221,18663,6221,"Car",19929
3009203,3009203,"SU004",2017-10-24,2017-10-30,"SKU08",12.48,12.48,2,"Kg",7544
3009204,3009204,"SU004",2017-10-23,2017-11-01,"SKU08",274.56,274.56,44,"Kg",7544
3009216,3009216,"SU003",2017-10-24,2017-11-02,"SKU05",25,108,25,"Car",64800
3009217,3009217,"SU003",2017-10-24,2017-10-26,"SKU05",26,112.32,26,"Car",64800
3009218,3009218,"SU003",2017-10-22,2017-11-02,"SKU05",5,21.6,5,"Car",64800
3009219,3009219,"SU003",2017-10-22,2017-11-02,"SKU14",47.52,47.52,8,"Kg",14000
3009220,3009220,"SU003",2017-10-24,2017-11-01,"SKU14",11.88,11.88,2,"Kg",14000
3009236,3009236,"SU002",2017-10-21,2017-10-31,"SKU02",776,9572.7,776,"Car",69895.5131443299
3009252,3009252,"SU003",2017-10-22,2017-10-26,"SKU12",18.48,18.48,10,"Kg",10783
3009280,3009280,"SU002",2017-10-23,2017-11-02,"SKU17",38.88,38.88,9,"Kg",23000
3009281,3009281,"SU002",2017-10-24,2017-11-01,"SKU17",4.32,4.32,1,"Kg",23000
3009282,3009282,"SU002",2017-10-23,2017-10-30,"SKU17",43.2,43.2,10,"Kg",23000
3009283,3009283,"SU004",2017-10-21,2017-11-01,"SKU10",182.7,182.7,29,"Kg",13699
3009348,3009348,"SU003",2017-10-23,2017-11-03,"SKU13",45.6,45.6,19,"Kg",105600
3009365,3009365,"SU001",2017-10-22,2017-10-27,"SKU20",10,10,1,"Kg",26550
3009368,3009368,"SU004",2017-10-22,2017-11-01,"SKU09",166.32,166.32,33,"Kg",114173
3053788,3053788,"SU001",2017-10-23,2017-11-01,"SKU01",5179,15537,5179,"Car",19929
3053816,3053816,"SU003",2017-10-24,2017-11-01,"SKU13",40.8,40.8,17,"Kg",105600
3053825,3053825,"SU002",2017-10-23,2017-11-02,"SKU03",1378,4134,1378,"Car",18300
3053848,3053848,"SU004",2017-10-24,2017-11-04,"SKU09",362.88,362.88,72,"Kg",114173
3053854,3053854,"SU003",2017-10-23,2017-10-31,"SKU07",123.2,123.2,44,"Kg",25000
3053855,3053855,"SU003",2017-10-24,2017-11-01,"SKU07",47.6,47.6,17,"Kg",25000
3053856,3053856,"SU003",2017-10-25,2017-11-04,"SKU07",14,14,5,"Kg",25000
3053880,3053880,"SU003",2017-10-25,2017-11-04,"SKU14",71.28,71.28,12,"Kg",14000
3053941,3053941,"SU002",2017-10-23,2017-11-02,"SKU15",34.56,34.56,8,"Kg",25250
3053942,3053942,"SU002",2017-10-25,2017-11-03,"SKU15",17.28,17.28,4,"Kg",25250
3053943,3053943,"SU002",2017-10-25,2017-11-04,"SKU15",73.44,73.44,17,"Kg",25250
3053950,3053950,"SU001",2017-10-22,2017-11-03,"SKU19",12,12,2,"Kg",82900
3053961,3053961,"SU002",2017-10-23,2017-11-01,"SKU16",175.73,175.73,14,"Kg",9582
3053981,3053981,"SU002",2017-10-22,2017-11-01,"SKU17",38.88,38.88,9,"Kg",23000
3095240,3095240,"SU004",2017-10-25,2017-10-28,"SKU08",124.8,124.8,20,"Kg",7544
3095241,3095241,"SU004",2017-10-23,2017-11-05,"SKU08",12.48,12.48,2,"Kg",7544
3095258,3095258,"SU003",2017-10-26,2017-11-03,"SKU14",35.64,35.64,6,"Kg",14000
3095259,3095259,"SU003",2017-10-26,2017-11-01,"SKU05",39,168.48,39,"Car",64800
3095260,3095260,"SU003",2017-10-26,2017-11-02,"SKU05",7,30.24,7,"Car",64800
3095283,3095283,"SU002",2017-10-25,2017-11-05,"SKU02",1199,14791,1199,"Car",69896.4186822352
3095339,3095339,"SU002",2017-10-26,2017-11-03,"SKU17",34.56,34.56,8,"Kg",23000
3132156,3132156,"SU001",2017-10-25,2017-11-06,"SKU01",3505,10515,3505,"Car",19929
3132189,3132189,"SU002",2017-10-25,2017-11-02,"SKU03",2173,6519,2173,"Car",18300
3132223,3132223,"SU003",2017-10-26,2017-11-06,"SKU07",92.4,92.4,33,"Kg",25000
3132224,3132224,"SU003",2017-10-24,2017-11-06,"SKU07",61.6,61.6,22,"Kg",25000
3132225,3132225,"SU003",2017-10-24,2017-11-03,"SKU07",28,28,10,"Kg",25000
3132233,3132233,"SU003",2017-10-26,2017-11-05,"SKU06",181.83,181.83,29,"Kg",12195
3132234,3132234,"SU003",2017-10-24,2017-11-03,"SKU06",351.12,351.12,56,"Kg",12195
3132235,3132235,"SU004",2017-10-25,2017-11-06,"SKU08",118.56,118.56,19,"Kg",7544
3132253,3132253,"SU003",2017-10-27,2017-11-06,"SKU05",13,56.16,13,"Car",64800
3132254,3132254,"SU003",2017-10-25,2017-10-30,"SKU14",83.16,83.16,14,"Kg",14000
3132318,3132318,"SU003",2017-10-26,2017-10-29,"SKU12",11.088,11.088,6,"Kg",10783
3132324,3132324,"SU002",2017-10-27,2017-11-05,"SKU15",43.2,43.2,10,"Kg",25250
3132325,3132325,"SU002",2017-10-27,2017-11-04,"SKU15",38.88,38.88,9,"Kg",25250
3132326,3132326,"SU002",2017-10-26,2017-10-29,"SKU15",17.28,17.28,4,"Kg",25250
3132333,3132333,"SU001",2017-10-26,2017-11-03,"SKU19",12,12,2,"Kg",82900
3132361,3132361,"SU002",2017-10-24,2017-11-04,"SKU17",17.28,17.28,4,"Kg",23000
3132362,3132362,"SU002",2017-10-26,2017-11-05,"SKU17",4.32,4.32,1,"Kg",23000
3132363,3132363,"SU002",2017-10-24,2017-11-02,"SKU17",21.6,21.6,5,"Kg",23000
3162024,3162024,"SU002",2017-10-26,2017-11-03,"SKU16",213.38,213.38,17,"Kg",9582
3162025,3162025,"SU002",2017-10-26,2017-10-30,"SKU16",12.552,12.552,1,"Kg",9582
3162040,3162040,"SU002",2017-10-26,2017-11-05,"SKU17",34.56,34.56,8,"Kg",23000
3162041,3162041,"SU004",2017-10-26,2017-11-07,"SKU10",258.3,258.3,41,"Kg",13699
3162042,3162042,"SU004",2017-10-26,2017-11-04,"SKU10",44.1,44.1,7,"Kg",13699
3162099,3162099,"SU003",2017-10-28,2017-11-05,"SKU13",45.6,45.6,19,"Kg",105600
3162118,3162118,"SU004",2017-10-28,2017-10-31,"SKU09",176.4,176.4,35,"Kg",114173
3162131,3162131,"SU003",2017-10-28,2017-11-03,"SKU07",39.2,39.2,14,"Kg",25000
3162134,3162134,"SU003",2017-10-25,2017-11-06,"SKU06",244.53,244.53,39,"Kg",12195
3162135,3162135,"SU003",2017-10-25,2017-10-31,"SKU06",144.21,144.21,23,"Kg",12195
3162136,3162136,"SU004",2017-10-28,2017-11-04,"SKU08",243.36,243.36,39,"Kg",7544
3162137,3162137,"SU004",2017-10-26,2017-11-05,"SKU08",12.48,12.48,2,"Kg",7544
3162149,3162149,"SU003",2017-10-25,2017-10-30,"SKU05",17,73.44,17,"Car",64800
3162150,3162150,"SU003",2017-10-26,2017-10-31,"SKU05",39,168.48,39,"Car",64800
3162151,3162151,"SU003",2017-10-25,2017-11-03,"SKU05",7,30.24,7,"Car",64800
3162168,3162168,"SU002",2017-10-27,2017-11-03,"SKU02",1871,23081,1871,"Car",69896.8177445216
3162195,3162195,"SU002",2017-10-28,2017-11-03,"SKU15",30.24,30.24,7,"Kg",25250
3166776,3166776,"SU004",2017-10-26,2017-11-05,"SKU08",124.8,124.8,20,"Kg",7544
3166784,3166784,"SU003",2017-10-26,2017-11-07,"SKU14",59.4,59.4,10,"Kg",14000
3166785,3166785,"SU003",2017-10-26,2017-11-01,"SKU05",15,64.8,15,"Car",64800
3166845,3166845,"SU001",2017-10-27,2017-11-01,"SKU01",4366,13098,4366,"Car",19929
3166858,3166858,"SU002",2017-10-28,2017-11-04,"SKU03",2227,6681,2227,"Car",18300
3204719,3204719,"SU002",2017-10-28,2017-11-08,"SKU16",87.864,87.864,7,"Kg",9582
3204795,3204795,"SU003",2017-10-30,2017-11-06,"SKU14",53.46,53.46,9,"Kg",14000
3204806,3204806,"SU002",2017-10-27,2017-11-07,"SKU02",1987,24512,1987,"Car",69896.8253648717
3247707,3247707,"SU004",2017-10-28,2017-11-07,"SKU09",90.72,90.72,18,"Kg",114173
3247708,3247708,"SU004",2017-10-30,2017-11-06,"SKU09",161.28,161.28,32,"Kg",114173
3247716,3247716,"SU003",2017-10-29,2017-11-06,"SKU07",64.4,64.4,23,"Kg",25000
3247723,3247723,"SU004",2017-10-30,2017-11-09,"SKU08",180.96,180.96,29,"Kg",7544
3247724,3247724,"SU004",2017-10-30,2017-11-10,"SKU08",12.48,12.48,2,"Kg",7544
3247745,3247745,"SU003",2017-10-31,2017-11-09,"SKU05",27,116.64,27,"Car",64800
3247746,3247746,"SU003",2017-10-31,2017-11-07,"SKU05",7,30.24,7,"Car",64800
3247788,3247788,"SU003",2017-10-31,2017-11-07,"SKU12",24.024,24.024,13,"Kg",10783
3247796,3247796,"SU002",2017-10-30,2017-11-09,"SKU15",25.92,25.92,6,"Kg",25250
3247797,3247797,"SU002",2017-10-29,2017-11-06,"SKU15",34.56,34.56,8,"Kg",25250
3247798,3247798,"SU002",2017-10-30,2017-11-08,"SKU15",17.28,17.28,4,"Kg",25250
3247805,3247805,"SU001",2017-10-29,2017-11-08,"SKU19",12,12,2,"Kg",82900
3247835,3247835,"SU004",2017-10-31,2017-11-06,"SKU10",189,189,30,"Kg",13699
3247895,3247895,"SU001",2017-10-28,2017-11-07,"SKU01",4832,14496,4832,"Car",19929
3247915,3247915,"SU003",2017-10-30,2017-11-09,"SKU13",60,60,25,"Kg",105600
3247916,3247916,"SU002",2017-10-30,2017-11-07,"SKU03",2188,6564,2188,"Car",18300
3281151,3281151,"SU002",2017-11-01,2017-11-08,"SKU15",56.16,56.16,13,"Kg",25250
3281176,3281176,"SU002",2017-11-01,2017-11-03,"SKU17",64.8,64.8,15,"Kg",23000
3281177,3281177,"SU002",2017-10-31,2017-11-04,"SKU17",4.32,4.32,1,"Kg",23000
3281178,3281178,"SU002",2017-10-31,2017-11-10,"SKU17",38.88,38.88,9,"Kg",23000
3281179,3281179,"SU004",2017-10-31,2017-11-07,"SKU10",195.3,195.3,31,"Kg",13699
3281239,3281239,"SU003",2017-10-29,2017-11-10,"SKU13",38.4,38.4,16,"Kg",105600
3281286,3281286,"SU003",2017-10-29,2017-11-09,"SKU07",50.4,50.4,18,"Kg",25000
3281292,3281292,"SU004",2017-10-30,2017-11-10,"SKU08",93.6,93.6,15,"Kg",7544
3281300,3281300,"SU003",2017-10-30,2017-11-10,"SKU14",59.4,59.4,10,"Kg",14000
3318619,3318619,"SU003",2017-10-30,2017-11-12,"SKU12",29.568,29.568,16,"Kg",10783
3318623,3318623,"SU002",2017-11-01,2017-11-11,"SKU15",47.52,47.52,11,"Kg",25250
3318730,3318730,"SU001",2017-10-30,2017-11-08,"SKU01",4095,12285,4095,"Car",19929
3318750,3318750,"SU004",2017-10-31,2017-11-04,"SKU11",48.672,48.672,26,"Kg",14389
3318756,3318756,"SU002",2017-10-31,2017-11-08,"SKU03",1674,5022,1674,"Car",18300
3318777,3318777,"SU003",2017-11-02,2017-11-11,"SKU07",98,98,35,"Kg",25000
3318778,3318778,"SU003",2017-11-02,2017-11-09,"SKU07",36.4,36.4,13,"Kg",25000
3318786,3318786,"SU003",2017-10-31,2017-11-10,"SKU06",363.66,363.66,58,"Kg",12195
3318787,3318787,"SU004",2017-10-31,2017-11-10,"SKU08",131.04,131.04,21,"Kg",7544
3318788,3318788,"SU004",2017-10-31,2017-11-04,"SKU08",12.48,12.48,2,"Kg",7544
3318802,3318802,"SU002",2017-11-01,2017-11-12,"SKU04",33,62.172,33,"Car",20658.06
3318810,3318810,"SU003",2017-10-30,2017-11-11,"SKU05",26,112.32,26,"Car",64800
3318811,3318811,"SU003",2017-11-02,2017-11-09,"SKU05",7,30.24,7,"Car",64800
3318812,3318812,"SU003",2017-10-31,2017-11-12,"SKU14",59.4,59.4,10,"Kg",14000
3318832,3318832,"SU002",2017-10-31,2017-11-05,"SKU02",964.01,11892,964.01,"Car",69895.6151907138
