"ToOrderLineId","SoOrderLineId","ToCustomerId","ToDepartureDate","ToArrivalDate","ToProductId","ToInKg","ToInCarton","ToQuantity","ToSalesUnit"
5182293,4193705,"CUS010",2017-11-29,2017-12-01,"SKU08",49.92,8,49.92,"Kg"
5182318,4192058,"CUS015",2017-11-29,2017-11-30,"SKU04",7.536,4,7.536,"Kg"
5182354,4193043,"CUS019",2017-11-29,2017-11-30,"SKU08",12.48,2,12.48,"Kg"
5182362,4192067,"CUS015",2017-11-29,2017-11-29,"SKU11",3.744,2,3.744,"Kg"
5182422,4193875,"CUS043",2017-11-29,2017-12-01,"SKU07",2.8,1,2.8,"Kg"
5182430,4193899,"CUS043",2017-11-29,2017-12-01,"SKU08",6.24,1,6.24,"Kg"
5182446,4193044,"CUS019",2017-11-29,2017-12-01,"SKU06",6.27,1,6.27,"Kg"
5182457,4193637,"CUS010",2017-11-29,2017-12-02,"SKU14",5.94,1,5.94,"Kg"
5182488,4193640,"CUS010",2017-11-29,2017-12-01,"SKU05",3.335,0.772,3.335,"Kg"
5182495,4192039,"CUS015",2017-11-29,2017-11-29,"SKU12",0.93633,0.50667,0.93633,"Kg"
5182608,4192616,"CUS013",2017-11-29,2017-11-29,"SKU03",297,99,297,"Kg"
5182622,4192614,"CUS013",2017-11-29,2017-11-30,"SKU01",2022,674,2022,"Kg"
5182623,4192614,"CUS013",2017-11-29,2017-11-30,"SKU01",678,226,678,"Kg"
5182655,4192478,"CUS063",2017-11-29,2017-11-29,"SKU13",2.4,1,2.4,"Kg"
5182674,4192459,"CUS063",2017-11-29,2017-11-30,"SKU05",0.96,0.22222,0.96,"Kg"
5182683,4192424,"CUS063",2017-11-29,2017-11-29,"SKU06",1.254,0.2,1.254,"Kg"
5182794,4191912,"CUS009",2017-11-29,2017-11-30,"SKU12",1.5523,0.84,1.5523,"Kg"
5182797,4191990,"CUS009",2017-11-29,2017-11-30,"SKU11",1.872,1,1.872,"Kg"
5182807,4191939,"CUS009",2017-11-29,2017-11-29,"SKU04",3.768,2,3.768,"Kg"
5182829,4191936,"CUS009",2017-11-29,2017-11-30,"SKU08",3.12,0.5,3.12,"Kg"
5182841,4191924,"CUS009",2017-11-29,2017-11-29,"SKU13",1.2,0.5,1.2,"Kg"
5182853,4191953,"CUS009",2017-11-29,2017-11-29,"SKU14",1.32,0.22222,1.32,"Kg"
5182858,4191969,"CUS009",2017-11-29,2017-11-30,"SKU10",1.26,0.2,1.26,"Kg"
5182859,4191992,"CUS009",2017-11-29,2017-11-29,"SKU06",1.254,0.2,1.254,"Kg"
5182860,4191925,"CUS009",2017-11-29,2017-11-29,"SKU15",0.96,0.22222,0.96,"Kg"
5182871,4191912,"CUS009",2017-11-29,2017-11-30,"SKU12",0.29568,0.16,0.29568,"Kg"
5182876,4191995,"CUS009",2017-11-29,2017-11-29,"SKU05",0.48,0.11111,0.48,"Kg"
5182892,4192589,"CUS051",2017-11-29,2017-11-29,"SKU01",3,1,3,"Kg"
5182956,4192272,"CUS028",2017-11-29,2017-11-29,"SKU01",24,8,24,"Kg"
5182996,4192292,"CUS028",2017-11-29,2017-11-29,"SKU08",3.12,0.5,3.12,"Kg"
5183023,4192344,"CUS059",2017-11-29,2017-11-29,"SKU01",15,5,15,"Kg"
5183024,4192325,"CUS059",2017-11-29,2017-11-29,"SKU03",12,4,12,"Kg"
5183029,4192343,"CUS059",2017-11-29,2017-11-30,"SKU11",1.872,1,1.872,"Kg"
5183030,4192339,"CUS059",2017-11-29,2017-11-30,"SKU04",1.884,1,1.884,"Kg"
5183041,4192336,"CUS059",2017-11-29,2017-11-30,"SKU09",2.52,0.5,2.52,"Kg"
5183077,4192244,"CUS026",2017-11-29,2017-11-29,"SKU01",3,1,3,"Kg"
5183081,4192201,"CUS026",2017-11-29,2017-11-30,"SKU03",3,1,3,"Kg"
5183097,4192228,"CUS026",2017-11-29,2017-11-29,"SKU10",1.26,0.2,1.26,"Kg"
5183117,4192708,"CUS012",2017-11-29,2017-11-30,"SKU01",300,100,300,"Kg"
5183133,4192677,"CUS012",2017-11-29,2017-12-01,"SKU05",12.96,3,12.96,"Kg"
5183184,4192547,"CUS024",2017-11-29,2017-11-30,"SKU09",5.04,1,5.04,"Kg"
5183237,4193135,"CUS011",2017-11-29,2017-11-29,"SKU08",6.24,1,6.24,"Kg"
5183241,4193152,"CUS011",2017-11-29,2017-11-29,"SKU05",4.32,1,4.32,"Kg"
5183244,4193155,"CUS011",2017-11-29,2017-11-29,"SKU14",5.94,1,5.94,"Kg"
5183256,4193106,"CUS011",2017-11-29,2017-11-29,"SKU06",6.27,1,6.27,"Kg"
5183263,4193480,"CUS008",2017-11-29,2017-12-02,"SKU02",123.36,10,123.36,"Kg"
5183291,4193507,"CUS008",2017-11-29,2017-12-02,"SKU05",17.28,4,17.28,"Kg"
5183299,4193559,"CUS008",2017-11-29,2017-12-02,"SKU09",10.08,2,10.08,"Kg"
5183320,4193562,"CUS008",2017-11-29,2017-12-02,"SKU07",5.32,1.9,5.32,"Kg"
5183339,4193477,"CUS008",2017-11-29,2017-12-01,"SKU08",6.24,1,6.24,"Kg"
5183348,4193562,"CUS008",2017-11-29,2017-12-01,"SKU07",3.08,1.1,3.08,"Kg"
5183356,4193489,"CUS008",2017-11-29,2017-12-01,"SKU06",6.27,1,6.27,"Kg"
5183375,4193011,"CUS040",2017-11-29,2017-11-29,"SKU14",11.88,2,11.88,"Kg"
5183378,4192970,"CUS040",2017-11-29,2017-11-29,"SKU06",12.54,2,12.54,"Kg"
5183403,4192994,"CUS040",2017-11-29,2017-11-30,"SKU08",6.24,1,6.24,"Kg"
5183409,4193000,"CUS040",2017-11-29,2017-11-30,"SKU10",6.3,1,6.3,"Kg"
5183419,4192958,"CUS040",2017-11-29,2017-11-30,"SKU17",4.32,1,4.32,"Kg"
5183421,4192970,"CUS040",2017-11-29,2017-11-30,"SKU06",6.27,1,6.27,"Kg"
5183428,4192960,"CUS040",2017-11-29,2017-11-30,"SKU09",5.04,1,5.04,"Kg"
5183434,4193234,"CUS094",2017-11-29,2017-11-30,"SKU15",17.28,4,17.28,"Kg"
5183461,4193245,"CUS001",2017-11-29,2017-11-29,"SKU13",24,10,24,"Kg"
5183485,4193319,"CUS001",2017-11-29,2017-11-30,"SKU05",12.96,3,12.96,"Kg"
5183491,4193330,"CUS001",2017-11-29,2017-11-29,"SKU14",17.82,3,17.82,"Kg"
5183498,4193240,"CUS001",2017-11-29,2017-11-30,"SKU15",8.64,2,8.64,"Kg"
5183518,4193261,"CUS001",2017-11-29,2017-11-30,"SKU08",12.48,2,12.48,"Kg"
5183545,4193468,"CUS014",2017-11-29,2017-11-30,"SKU02",49.344,4,49.344,"Kg"
5183554,4193469,"CUS014",2017-11-29,2017-11-29,"SKU05",8.64,2,8.64,"Kg"
5183563,4193422,"CUS014",2017-11-29,2017-11-30,"SKU10",12.6,2,12.6,"Kg"
5183566,4193424,"CUS014",2017-11-29,2017-11-30,"SKU07",2.8,1,2.8,"Kg"
5183571,4193473,"CUS014",2017-11-29,2017-11-29,"SKU06",6.27,1,6.27,"Kg"
5183592,4193406,"CUS014",2017-11-29,2017-11-30,"SKU15",4.32,1,4.32,"Kg"
5183606,4193400,"CUS014",2017-11-29,2017-11-30,"SKU16",12.552,1,12.552,"Kg"
5183649,4193740,"CUS006",2017-11-29,2017-11-30,"SKU09",35.28,7,35.28,"Kg"
5183663,4193775,"CUS006",2017-11-29,2017-11-30,"SKU15",17.28,4,17.28,"Kg"
5183672,4193790,"CUS006",2017-11-29,2017-11-30,"SKU07",11.2,4,11.2,"Kg"
5183677,4193804,"CUS006",2017-11-29,2017-11-29,"SKU14",11.88,2,11.88,"Kg"
5183679,4193791,"CUS006",2017-11-29,2017-11-29,"SKU08",18.72,3,18.72,"Kg"
5183684,4193738,"CUS006",2017-11-29,2017-11-29,"SKU13",7.2,3,7.2,"Kg"
5183711,4193771,"CUS006",2017-11-29,2017-11-29,"SKU17",4.32,1,4.32,"Kg"
5183744,4192799,"CUS022",2017-11-29,2017-12-01,"SKU02",86.352,7,86.352,"Kg"
5183756,4192790,"CUS022",2017-11-29,2017-11-30,"SKU05",8.64,2,8.64,"Kg"
5183803,4193173,"CUS065",2017-11-29,2017-11-29,"SKU14",29.7,5,29.7,"Kg"
5183807,4193211,"CUS044",2017-11-29,2017-11-30,"SKU02",974.54,79,974.54,"Kg"
5183818,4193200,"CUS044",2017-11-29,2017-11-30,"SKU09",5.04,1,5.04,"Kg"
5183826,4193208,"CUS044",2017-11-29,2017-12-01,"SKU13",2.4,1,2.4,"Kg"
5183830,4193212,"CUS044",2017-11-29,2017-12-01,"SKU05",4.32,1,4.32,"Kg"
5183841,4193223,"CUS044",2017-11-29,2017-11-30,"SKU17",4.32,1,4.32,"Kg"
5183851,4193379,"CUS036",2017-11-29,2017-11-30,"SKU02",98.688,8,98.688,"Kg"
5183862,4193344,"CUS036",2017-11-29,2017-11-30,"SKU06",6.27,1,6.27,"Kg"
5183909,4193391,"CUS036",2017-11-29,2017-11-29,"SKU16",12.552,1,12.552,"Kg"
5183911,4193393,"CUS036",2017-11-29,2017-11-29,"SKU07",2.8,1,2.8,"Kg"
5183939,4192913,"CUS004",2017-11-29,2017-11-29,"SKU09",15.12,3,15.12,"Kg"
5183944,4192901,"CUS004",2017-11-29,2017-11-30,"SKU05",8.64,2,8.64,"Kg"
5183949,4192935,"CUS004",2017-11-29,2017-11-29,"SKU08",12.48,2,12.48,"Kg"
5183961,4192933,"CUS004",2017-11-29,2017-11-30,"SKU10",6.3,1,6.3,"Kg"
5183969,4192911,"CUS004",2017-11-29,2017-11-30,"SKU15",4.32,1,4.32,"Kg"
5184016,4193920,"CUS017",2017-11-29,2017-12-01,"SKU05",168.48,39,168.48,"Kg"
5184047,4192358,"CUS103",2017-11-29,2017-11-29,"SKU14",1.98,0.33333,1.98,"Kg"
5237219,4235302,"CUS029",2017-11-30,2017-12-01,"SKU09",15.12,3,15.12,"Kg"
5237220,4236411,"CUS007",2017-11-30,2017-11-30,"SKU09",10.08,2,10.08,"Kg"
5237221,4236984,"CUS039",2017-11-30,2017-12-02,"SKU09",7.8271,1.553,7.8271,"Kg"
5237222,4236984,"CUS039",2017-11-30,2017-12-02,"SKU09",2.2529,0.447,2.2529,"Kg"
5237233,4236027,"CUS005",2017-11-30,2017-12-01,"SKU13",2.4,1,2.4,"Kg"
5237258,4236346,"CUS007",2017-11-30,2017-11-30,"SKU10",6.3,1,6.3,"Kg"
5237259,4236063,"CUS005",2017-11-30,2017-12-01,"SKU10",6.3,1,6.3,"Kg"
5237279,4236396,"CUS007",2017-11-30,2017-11-30,"SKU17",4.32,1,4.32,"Kg"
5237343,4236059,"CUS005",2017-11-30,2017-12-01,"SKU15",4.32,1,4.32,"Kg"
5237348,4236353,"CUS007",2017-11-30,2017-12-01,"SKU15",4.32,1,4.32,"Kg"
5237372,4236940,"CUS034",2017-11-30,2017-12-03,"SKU15",4.32,1,4.32,"Kg"
5237408,4236427,"CUS007",2017-11-30,2017-11-30,"SKU14",5.94,1,5.94,"Kg"
5237409,4236050,"CUS005",2017-11-30,2017-12-01,"SKU14",5.94,1,5.94,"Kg"
5237410,4236965,"CUS039",2017-11-30,2017-12-02,"SKU14",5.94,1,5.94,"Kg"
5237434,4235802,"CUS032",2017-11-30,2017-12-01,"SKU01",210,70,210,"Kg"
5237440,4235452,"CUS025",2017-11-30,2017-12-01,"SKU03",150,50,150,"Kg"
5237441,4235527,"CUS003",2017-11-30,2017-12-01,"SKU03",150,50,150,"Kg"
5237442,4235534,"CUS003",2017-11-30,2017-12-02,"SKU01",150,50,150,"Kg"
5237445,4235794,"CUS032",2017-11-30,2017-12-01,"SKU03",90,30,90,"Kg"
5237451,4235821,"CUS031",2017-11-30,2017-11-30,"SKU03",90,30,90,"Kg"
5237518,4235784,"CUS032",2017-11-30,2017-11-30,"SKU05",17.28,4,17.28,"Kg"
5237519,4236416,"CUS007",2017-11-30,2017-11-30,"SKU07",11.2,4,11.2,"Kg"
5237525,4236066,"CUS005",2017-11-30,2017-12-01,"SKU08",18.72,3,18.72,"Kg"
5237529,4236397,"CUS007",2017-11-30,2017-12-01,"SKU08",18.72,3,18.72,"Kg"
5237586,4235243,"CUS015",2017-11-30,2017-12-01,"SKU04",3.768,2,3.768,"Kg"
5237600,4237009,"CUS039",2017-11-30,2017-12-03,"SKU08",12.48,2,12.48,"Kg"
5237621,4235205,"CUS015",2017-11-30,2017-12-01,"SKU11",3.744,2,3.744,"Kg"
5237678,4236885,"CUS034",2017-11-30,2017-12-03,"SKU08",6.24,1,6.24,"Kg"
5237701,4236363,"CUS007",2017-11-30,2017-11-30,"SKU06",6.27,1,6.27,"Kg"
5237702,4236037,"CUS005",2017-11-30,2017-11-30,"SKU06",6.27,1,6.27,"Kg"
5237727,4236936,"CUS034",2017-11-30,2017-12-02,"SKU07",2.8,1,2.8,"Kg"
5237742,4236465,"CUS007",2017-11-30,2017-11-30,"SKU05",4.32,1,4.32,"Kg"
5237763,4236999,"CUS039",2017-11-30,2017-12-02,"SKU07",2.8,1,2.8,"Kg"
5237817,4235200,"CUS015",2017-11-30,2017-11-30,"SKU05",0.48,0.11111,0.48,"Kg"
5237826,4235309,"CUS020",2017-11-30,2017-12-01,"SKU01",30,10,30,"Kg"
5237828,4235329,"CUS020",2017-11-30,2017-12-02,"SKU03",30,10,30,"Kg"
5237879,4235333,"CUS020",2017-11-30,2017-12-02,"SKU05",0.96,0.22222,0.96,"Kg"
5237898,4235676,"CUS030",2017-11-30,2017-12-02,"SKU01",6,2,6,"Kg"
5237903,4235687,"CUS030",2017-11-30,2017-12-03,"SKU03",9,3,9,"Kg"
5237942,4235504,"CUS063",2017-11-30,2017-11-30,"SKU08",3.12,0.5,3.12,"Kg"
5238014,4235573,"CUS037",2017-11-30,2017-11-30,"SKU15",0.48,0.11111,0.48,"Kg"
5238052,4235144,"CUS009",2017-11-30,2017-12-01,"SKU01",18,6,18,"Kg"
5238063,4235167,"CUS009",2017-11-30,2017-11-30,"SKU03",3,1,3,"Kg"
5238096,4235138,"CUS009",2017-11-30,2017-12-01,"SKU10",2.52,0.4,2.52,"Kg"
5238103,4235093,"CUS009",2017-11-30,2017-12-01,"SKU05",1.92,0.44444,1.92,"Kg"
5238144,4235829,"CUS045",2017-11-30,2017-12-01,"SKU03",60,20,60,"Kg"
5238196,4235648,"CUS061",2017-11-30,2017-12-02,"SKU05",0.48,0.11111,0.48,"Kg"
5238206,4235894,"CUS079",2017-11-30,2017-12-02,"SKU09",5.04,1,5.04,"Kg"
5238325,4235476,"CUS049",2017-11-30,2017-12-01,"SKU13",2.4,1,2.4,"Kg"
5238383,4235893,"CUS068",2017-11-30,2017-11-30,"SKU05",4.32,1,4.32,"Kg"
5238394,4236633,"CUS008",2017-11-30,2017-12-03,"SKU02",542.78,44,542.78,"Kg"
5238429,4236651,"CUS008",2017-11-30,2017-12-03,"SKU16",12.552,1,12.552,"Kg"
5238433,4236655,"CUS008",2017-11-30,2017-12-03,"SKU08",12.48,2,12.48,"Kg"
5238461,4236686,"CUS008",2017-11-30,2017-12-02,"SKU10",6.3,1,6.3,"Kg"
5238466,4236657,"CUS008",2017-11-30,2017-12-02,"SKU14",5.94,1,5.94,"Kg"
5238467,4236654,"CUS008",2017-11-30,2017-12-03,"SKU06",6.27,1,6.27,"Kg"
5238484,4236709,"CUS008",2017-11-30,2017-12-02,"SKU07",2.8,1,2.8,"Kg"
5238493,4236639,"CUS008",2017-11-30,2017-12-02,"SKU15",3.853,0.8919,3.853,"Kg"
5238494,4236696,"CUS008",2017-11-30,2017-12-02,"SKU17",2.8814,0.667,2.8814,"Kg"
5238496,4236697,"CUS008",2017-11-30,2017-12-02,"SKU05",1.4688,0.34,1.4688,"Kg"
5238497,4236639,"CUS008",2017-11-30,2017-12-03,"SKU15",0.46699,0.1081,0.46699,"Kg"
5238498,4236238,"CUS027",2017-11-30,2017-12-01,"SKU02",925.2,75,925.2,"Kg"
5238527,4236303,"CUS027",2017-11-30,2017-12-01,"SKU07",22.4,8,22.4,"Kg"
5238535,4236201,"CUS027",2017-11-30,2017-12-01,"SKU06",18.81,3,18.81,"Kg"
5238545,4236204,"CUS027",2017-11-30,2017-11-30,"SKU09",15.12,3,15.12,"Kg"
5238549,4236216,"CUS027",2017-11-30,2017-11-30,"SKU08",12.48,2,12.48,"Kg"
5238572,4236272,"CUS027",2017-11-30,2017-12-01,"SKU05",8.64,2,8.64,"Kg"
5238576,4236305,"CUS027",2017-11-30,2017-11-30,"SKU13",4.8,2,4.8,"Kg"
5238581,4236281,"CUS027",2017-11-30,2017-12-01,"SKU17",8.64,2,8.64,"Kg"
5238584,4236208,"CUS027",2017-11-30,2017-11-30,"SKU14",11.88,2,11.88,"Kg"
5238609,4236270,"CUS027",2017-11-30,2017-12-01,"SKU10",6.3,1,6.3,"Kg"
5238629,4236584,"CUS014",2017-11-30,2017-12-01,"SKU02",567.46,46,567.46,"Kg"
5238648,4236569,"CUS014",2017-11-30,2017-12-01,"SKU08",18.72,3,18.72,"Kg"
5238652,4236585,"CUS014",2017-11-30,2017-12-01,"SKU07",5.6,2,5.6,"Kg"
5238673,4236615,"CUS014",2017-11-30,2017-12-01,"SKU06",6.27,1,6.27,"Kg"
5238687,4236594,"CUS014",2017-11-30,2017-12-01,"SKU17",4.32,1,4.32,"Kg"
5238729,4236881,"CUS062",2017-11-30,2017-11-30,"SKU14",11.88,2,11.88,"Kg"
5238757,4235994,"CUS052",2017-11-30,2017-11-30,"SKU07",2.8,1,2.8,"Kg"
5238778,4236814,"CUS006",2017-11-30,2017-12-01,"SKU08",37.44,6,37.44,"Kg"
5238814,4236841,"CUS006",2017-11-30,2017-11-30,"SKU10",18.9,3,18.9,"Kg"
5238824,4236799,"CUS006",2017-11-30,2017-11-30,"SKU14",11.88,2,11.88,"Kg"
5238830,4236742,"CUS006",2017-11-30,2017-11-30,"SKU07",8.4,3,8.4,"Kg"
5238847,4236788,"CUS006",2017-11-30,2017-12-01,"SKU13",2.4,1,2.4,"Kg"
5238859,4236760,"CUS006",2017-11-30,2017-11-30,"SKU06",6.27,1,6.27,"Kg"
5238871,4236518,"CUS036",2017-11-30,2017-12-01,"SKU02",61.68,5,61.68,"Kg"
5238895,4236493,"CUS036",2017-11-30,2017-11-30,"SKU14",5.94,1,5.94,"Kg"
5238921,4236520,"CUS036",2017-11-30,2017-12-01,"SKU05",4.32,1,4.32,"Kg"
5238925,4236524,"CUS036",2017-11-30,2017-11-30,"SKU06",6.27,1,6.27,"Kg"
5238928,4236528,"CUS036",2017-11-30,2017-11-30,"SKU07",2.8,1,2.8,"Kg"
5238935,4236159,"CUS004",2017-11-30,2017-12-01,"SKU02",925.2,75,925.2,"Kg"
5238984,4236139,"CUS004",2017-11-30,2017-12-01,"SKU09",10.08,2,10.08,"Kg"
5238988,4236143,"CUS004",2017-11-30,2017-12-01,"SKU08",18.72,3,18.72,"Kg"
5239009,4236197,"CUS004",2017-11-30,2017-12-01,"SKU05",8.64,2,8.64,"Kg"
5239019,4236144,"CUS004",2017-11-30,2017-12-01,"SKU15",4.32,1,4.32,"Kg"
5239030,4236097,"CUS004",2017-11-30,2017-12-01,"SKU14",5.94,1,5.94,"Kg"
5239048,4236858,"CUS017",2017-11-30,2017-12-02,"SKU07",5.6,2,5.6,"Kg"
5239060,4236848,"CUS017",2017-11-30,2017-12-02,"SKU09",5.04,1,5.04,"Kg"
5239066,4235436,"CUS103",2017-11-30,2017-12-01,"SKU08",3.12,0.5,3.12,"Kg"
5239082,4235943,"CUS016",2017-11-30,2017-12-01,"SKU17",95.04,22,95.04,"Kg"
5239137,4235972,"CUS016",2017-11-30,2017-11-30,"SKU05",116.64,27,116.64,"Kg"
5290626,4278980,"CUS019",2017-12-01,2017-12-03,"SKU09",5.04,1,5.04,"Kg"
5290637,4278017,"CUS015",2017-12-01,2017-12-02,"SKU13",2.4,1,2.4,"Kg"
5290640,4278855,"CUS005",2017-12-01,2017-12-01,"SKU13",4.8,2,4.8,"Kg"
5290641,4278999,"CUS019",2017-12-01,2017-12-02,"SKU13",2.4,1,2.4,"Kg"
5290801,4279598,"CUS010",2017-12-01,2017-12-04,"SKU02",557.59,45.2,557.59,"Kg"
5290802,4279550,"CUS048",2017-12-01,2017-12-04,"SKU02",419.427777777778,34,419.427777777778,"Kg"
5290803,4278648,"CUS002",2017-12-01,2017-12-02,"SKU01",3000,1000,3000,"Kg"
5290804,4278648,"CUS002",2017-12-01,2017-12-01,"SKU01",841.200000000001,280.4,841.200000000001,"Kg"
5290805,4278614,"CUS021",2017-12-01,2017-12-02,"SKU01",750,250,750,"Kg"
5290806,4278640,"CUS002",2017-12-01,2017-12-01,"SKU03",604.98,201.66,604.98,"Kg"
5290821,4278644,"CUS002",2017-12-01,2017-12-02,"SKU07",70,25,70,"Kg"
5290829,4278500,"CUS056",2017-12-01,2017-12-01,"SKU01",60,20,60,"Kg"
5290830,4278509,"CUS056",2017-12-01,2017-12-02,"SKU03",60,20,60,"Kg"
5290831,4278648,"CUS002",2017-12-01,2017-12-02,"SKU01",54,18,54,"Kg"
5290832,4279598,"CUS010",2017-12-01,2017-12-04,"SKU02",201.08,16.3,201.08,"Kg"
5290852,4279629,"CUS010",2017-12-01,2017-12-04,"SKU08",56.16,9,56.16,"Kg"
5290881,4279598,"CUS010",2017-12-01,2017-12-04,"SKU02",67.848,5.5,67.848,"Kg"
5290890,4278336,"CUS003",2017-12-01,2017-12-02,"SKU03",15,5,15,"Kg"
5290899,4278326,"CUS003",2017-12-01,2017-12-03,"SKU01",15,5,15,"Kg"
5290908,4279621,"CUS010",2017-12-01,2017-12-03,"SKU07",11.2,4,11.2,"Kg"
5290910,4278341,"CUS003",2017-12-01,2017-12-03,"SKU12",7.392,4,7.392,"Kg"
5290911,4278505,"CUS056",2017-12-01,2017-12-02,"SKU12",7.392,4,7.392,"Kg"
5290912,4278357,"CUS003",2017-12-01,2017-12-02,"SKU04",7.536,4,7.536,"Kg"
5290918,4278042,"CUS057",2017-12-01,2017-12-01,"SKU01",12,4,12,"Kg"
5290926,4278655,"CUS002",2017-12-01,2017-12-02,"SKU05",17.28,4,17.28,"Kg"
5290927,4278501,"CUS056",2017-12-01,2017-12-02,"SKU04",7.536,4,7.536,"Kg"
5290935,4278342,"CUS003",2017-12-01,2017-12-02,"SKU11",7.488,4,7.488,"Kg"
5290936,4278498,"CUS056",2017-12-01,2017-12-01,"SKU11",7.488,4,7.488,"Kg"
5290952,4277965,"CUS015",2017-12-01,2017-12-02,"SKU04",5.652,3,5.652,"Kg"
5290977,4278640,"CUS002",2017-12-01,2017-12-02,"SKU03",8,2.6667,8,"Kg"
5290998,4278850,"CUS005",2017-12-01,2017-12-01,"SKU06",12.54,2,12.54,"Kg"
5291017,4278783,"CUS005",2017-12-01,2017-12-02,"SKU08",12.48,2,12.48,"Kg"
5291033,4279550,"CUS048",2017-12-01,2017-12-03,"SKU02",24.6722222222222,2,24.6722222222222,"Kg"
5291050,4278648,"CUS002",2017-12-01,2017-12-01,"SKU01",4,1.3333,4,"Kg"
5291058,4278802,"CUS005",2017-12-01,2017-12-02,"SKU05",4.32,1,4.32,"Kg"
5291074,4279655,"CUS010",2017-12-01,2017-12-03,"SKU06",6.27,1,6.27,"Kg"
5291078,4279534,"CUS048",2017-12-01,2017-12-03,"SKU10",6.3,1,6.3,"Kg"
5291126,4279634,"CUS010",2017-12-01,2017-12-03,"SKU14",5.94,1,5.94,"Kg"
5291136,4279540,"CUS048",2017-12-01,2017-12-04,"SKU08",6.24,1,6.24,"Kg"
5291137,4278469,"CUS047",2017-12-01,2017-12-01,"SKU07",2.8,1,2.8,"Kg"
5291138,4279531,"CUS048",2017-12-01,2017-12-03,"SKU07",2.8,1,2.8,"Kg"
5291155,4278033,"CUS057",2017-12-01,2017-12-01,"SKU04",1.884,1,1.884,"Kg"
5291168,4278021,"CUS015",2017-12-01,2017-12-01,"SKU11",1.872,1,1.872,"Kg"
5291176,4278035,"CUS057",2017-12-01,2017-12-02,"SKU11",1.872,1,1.872,"Kg"
5291179,4277986,"CUS015",2017-12-01,2017-12-01,"SKU12",1.848,1,1.848,"Kg"
5291190,4278967,"CUS019",2017-12-01,2017-12-03,"SKU08",6.24,1,6.24,"Kg"
5291191,4278030,"CUS057",2017-12-01,2017-12-02,"SKU12",1.848,1,1.848,"Kg"
5291210,4279643,"CUS010",2017-12-01,2017-12-03,"SKU17",4.32,1,4.32,"Kg"
5291262,4278012,"CUS015",2017-12-01,2017-12-02,"SKU05",0.96,0.22222,0.96,"Kg"
5291265,4278332,"CUS003",2017-12-01,2017-12-02,"SKU07",0.56,0.2,0.56,"Kg"
5291282,4278104,"CUS020",2017-12-01,2017-12-03,"SKU09",5.04,1,5.04,"Kg"
5291327,4278443,"CUS013",2017-12-01,2017-12-02,"SKU04",37.68,20,37.68,"Kg"
5291336,4278428,"CUS013",2017-12-01,2017-12-01,"SKU11",37.44,20,37.44,"Kg"
5291348,4278058,"CUS020",2017-12-01,2017-12-03,"SKU05",1.44,0.33333,1.44,"Kg"
5291367,4278436,"CUS013",2017-12-01,2017-12-01,"SKU01",1263,421,1263,"Kg"
5291368,4278436,"CUS013",2017-12-01,2017-12-02,"SKU01",1437,479,1437,"Kg"
5291388,4278366,"CUS037",2017-12-01,2017-12-02,"SKU01",150,50,150,"Kg"
5291478,4277853,"CUS009",2017-12-01,2017-12-02,"SKU15",3.84,0.88889,3.84,"Kg"
5291484,4277881,"CUS009",2017-12-01,2017-12-02,"SKU08",6.24,1,6.24,"Kg"
5291500,4277904,"CUS009",2017-12-01,2017-12-02,"SKU05",1.44,0.33333,1.44,"Kg"
5291514,4277846,"CUS009",2017-12-01,2017-12-02,"SKU10",2.52,0.4,2.52,"Kg"
5291517,4277887,"CUS009",2017-12-01,2017-12-02,"SKU06",2.508,0.4,2.508,"Kg"
5291534,4278496,"CUS045",2017-12-01,2017-12-02,"SKU01",60,20,60,"Kg"
5291557,4278221,"CUS028",2017-12-01,2017-12-02,"SKU07",0.56,0.2,0.56,"Kg"
5291643,4278148,"CUS026",2017-12-01,2017-12-02,"SKU07",0.56,0.2,0.56,"Kg"
5291644,4278146,"CUS026",2017-12-01,2017-12-02,"SKU05",0.48,0.11111,0.48,"Kg"
5291740,4278524,"CUS012",2017-12-01,2017-12-03,"SKU05",11.04,2.5556,11.04,"Kg"
5291755,4278513,"CUS012",2017-12-01,2017-12-02,"SKU01",450,150,450,"Kg"
5291818,4278387,"CUS024",2017-12-01,2017-12-01,"SKU13",1.212,0.505,1.212,"Kg"
5291819,4278387,"CUS024",2017-12-01,2017-12-02,"SKU13",1.188,0.495,1.188,"Kg"
5291843,4279124,"CUS011",2017-12-01,2017-12-02,"SKU08",24.96,4,24.96,"Kg"
5291852,4279095,"CUS011",2017-12-01,2017-12-01,"SKU06",12.54,2,12.54,"Kg"
5291864,4279129,"CUS011",2017-12-01,2017-12-02,"SKU09",10.08,2,10.08,"Kg"
5291880,4279113,"CUS011",2017-12-01,2017-12-01,"SKU05",4.32,1,4.32,"Kg"
5291882,4279105,"CUS011",2017-12-01,2017-12-02,"SKU10",6.3,1,6.3,"Kg"
5291890,4279094,"CUS011",2017-12-01,2017-12-01,"SKU17",4.32,1,4.32,"Kg"
5291898,4279466,"CUS008",2017-12-01,2017-12-03,"SKU02",234.38,19,234.38,"Kg"
5291913,4279444,"CUS008",2017-12-01,2017-12-04,"SKU07",8.4,3,8.4,"Kg"
5291927,4279498,"CUS008",2017-12-01,2017-12-04,"SKU08",12.48,2,12.48,"Kg"
5291937,4279451,"CUS008",2017-12-01,2017-12-04,"SKU10",6.3,1,6.3,"Kg"
